0,9.63E-11,1.93E-06,0.000146411,0.00125823,0.003992331,0.007672362,0.011270315,0.014239507,0.020375322
0,6.63E-11,1.49E-06,0.000120289,0.001081081,0.003539428,0.00695738,0.010391198,0.013292325,0.019582305
0,4.56E-11,1.14E-06,9.87E-05,0.000927036,0.003130811,0.006293479,0.00955561,0.012374326,0.01876519
0,3.14E-11,8.74E-07,8.08E-05,0.000793421,0.002763301,0.005679322,0.008764916,0.011489231,0.017931112
0,2.16E-11,6.70E-07,6.61E-05,0.000677808,0.002433755,0.005113214,0.008019844,0.010640017,0.017086796
0,1.49E-11,5.13E-07,5.40E-05,0.000578006,0.002139102,0.004593177,0.007320557,0.009828961,0.016238511
0,1.03E-11,3.92E-07,4.40E-05,0.000492047,0.001876375,0.004117024,0.006666724,0.009057698,0.015392027
0,7.07E-12,3.00E-07,3.59E-05,0.00041817,0.001642737,0.003682414,0.006057594,0.008327275,0.014552593
0,4.87E-12,2.29E-07,2.92E-05,0.00035481,0.001435497,0.003286912,0.005492062,0.007638213,0.01372492
0,3.36E-12,1.75E-07,2.37E-05,0.000300579,0.001252125,0.002928033,0.004968732,0.006990569,0.012913175
0,2.32E-12,1.33E-07,1.92E-05,0.000254252,0.001090255,0.002603286,0.004485976,0.006383992,0.012120991
0,1.60E-12,1.02E-07,1.56E-05,0.00021475,0.000947691,0.002310204,0.00404199,0.005817782,0.011351474
0,1.10E-12,7.74E-08,1.26E-05,0.000181128,0.000822407,0.002046376,0.003634839,0.005290947,0.010607224
0,7.60E-13,5.90E-08,1.02E-05,0.000152561,0.00071254,0.001809464,0.003262501,0.004802249,0.00989036
0,5.24E-13,4.49E-08,8.26E-06,0.000128329,0.000616391,0.001597226,0.002922908,0.004350262,0.009202548
0,3.62E-13,3.41E-08,6.67E-06,0.000107808,0.000532412,0.001407526,0.002613972,0.003933404,0.008545032
0,2.50E-13,2.60E-08,5.38E-06,9.05E-05,0.000459201,0.001238343,0.002333619,0.003549987,0.007918669
0,1.73E-13,1.97E-08,4.33E-06,7.58E-05,0.000395496,0.001087778,0.002079809,0.003198244,0.007323963
0,1.19E-13,1.50E-08,3.49E-06,6.35E-05,0.000340161,0.000954057,0.001850553,0.002876366,0.006761101
0,8.26E-14,1.14E-08,2.81E-06,5.31E-05,0.000292177,0.000835531,0.001643935,0.002582529,0.00622999
0,5.71E-14,8.65E-09,2.26E-06,4.43E-05,0.000250637,0.000730672,0.001458115,0.002314911,0.00573029
0,3.94E-14,6.56E-09,1.81E-06,3.70E-05,0.000214734,0.000638076,0.001291343,0.002071718,0.005261445
0,2.74E-14,4.98E-09,1.46E-06,3.08E-05,0.000183749,0.000556456,0.001141964,0.0018512,0.004822722
0,1.89E-14,3.78E-09,1.17E-06,2.57E-05,0.00015705,0.000484633,0.001008421,0.001651658,0.004413235
0,1.31E-14,2.86E-09,9.36E-07,2.13E-05,0.000134077,0.000421538,0.000889256,0.001471462,0.004031975
0,9.10E-15,2.17E-09,7.50E-07,1.77E-05,0.000114337,0.000366199,0.000783113,0.001309051,0.003677836
0,6.33E-15,1.65E-09,6.01E-07,1.47E-05,9.74E-05,0.000317738,0.000688732,0.001162947,0.00334964
0,4.33E-15,1.25E-09,4.81E-07,1.22E-05,8.29E-05,0.000275366,0.00060495,0.001031752,0.003046154
0,3.11E-15,9.46E-10,3.84E-07,1.01E-05,7.05E-05,0.00023837,0.000530699,0.00091415,0.002766112
0,2.11E-15,7.17E-10,3.07E-07,8.39E-06,5.98E-05,0.000206115,0.000464999,0.000808915,0.002508234
0,1.44E-15,5.43E-10,2.45E-07,6.95E-06,5.08E-05,0.000178032,0.000406952,0.0007149,0.002271235
0,9.99E-16,4.11E-10,1.96E-07,5.75E-06,4.30E-05,0.000153613,0.000355743,0.000631045,0.002053841
0,6.66E-16,3.12E-10,1.56E-07,4.75E-06,3.64E-05,0.000132409,0.000310632,0.000556366,0.0018548
0,5.55E-16,2.36E-10,1.25E-07,3.92E-06,3.08E-05,0.000114018,0.000270947,0.000489959,0.001672888
0,3.33E-16,1.79E-10,9.95E-08,3.24E-06,2.61E-05,9.81E-05,0.000236083,0.000430995,0.00150692
0,2.22E-16,1.35E-10,7.93E-08,2.67E-06,2.20E-05,8.43E-05,0.000205495,0.000378713,0.001355753
0,2.22E-16,1.03E-10,6.32E-08,2.20E-06,1.86E-05,7.24E-05,0.000178691,0.00033242,0.001218291
0,1.11E-16,7.76E-11,5.03E-08,1.81E-06,1.57E-05,6.21E-05,0.000155232,0.000291483,0.001093489
0,0,5.88E-11,4.01E-08,1.49E-06,1.32E-05,5.32E-05,0.000134726,0.00025533,0.000980354
0,1.11E-16,4.45E-11,3.19E-08,1.23E-06,1.11E-05,4.56E-05,0.000116821,0.000223441,0.000877949
0,0,3.37E-11,2.54E-08,1.01E-06,9.37E-06,3.90E-05,0.000101205,0.000195349,0.000785389
0,0,2.55E-11,2.02E-08,8.30E-07,7.88E-06,3.34E-05,8.76E-05,0.000170629,0.000701845
0,1.11E-16,1.93E-11,1.61E-08,6.82E-07,6.62E-06,2.85E-05,7.58E-05,0.000148902,0.000626541
0,0,1.46E-11,1.28E-08,5.60E-07,5.56E-06,2.43E-05,6.55E-05,0.000129828,0.000558753
0,0,1.11E-11,1.01E-08,4.60E-07,4.67E-06,2.08E-05,5.65E-05,0.000113099,0.000497811
0,0,8.40E-12,8.06E-09,3.77E-07,3.92E-06,1.77E-05,4.88E-05,9.84E-05,0.000443091
0,0,6.37E-12,6.41E-09,3.09E-07,3.29E-06,1.51E-05,4.20E-05,8.56E-05,0.000394018
0,0,4.82E-12,5.09E-09,2.54E-07,2.75E-06,1.28E-05,3.62E-05,7.44E-05,0.000350059
0,0,3.65E-12,4.04E-09,2.08E-07,2.31E-06,1.09E-05,3.12E-05,6.46E-05,0.000310729
0,0,2.77E-12,3.21E-09,1.70E-07,1.93E-06,9.30E-06,2.68E-05,5.61E-05,0.000275578
0,0,2.10E-12,2.55E-09,1.39E-07,1.62E-06,7.90E-06,2.31E-05,4.86E-05,0.000244196
0,0,1.59E-12,2.02E-09,1.14E-07,1.35E-06,6.71E-06,1.98E-05,4.21E-05,0.000216209
0,0,1.21E-12,1.60E-09,9.33E-08,1.13E-06,5.70E-06,1.70E-05,3.65E-05,0.000191275
0,0,9.14E-13,1.27E-09,7.64E-08,9.44E-07,4.83E-06,1.46E-05,3.16E-05,0.000169083
0,0,6.93E-13,1.01E-09,6.24E-08,7.88E-07,4.10E-06,1.25E-05,2.73E-05,0.000149351
