0,2.22E-16,1.64E-13,8.98E-12,1.13E-10,1.88E-08
0,1.11E-16,1.15E-13,6.45E-12,8.27E-11,1.44E-08
0,0,8.03E-14,4.64E-12,6.06E-11,1.10E-08
0,1.11E-16,5.62E-14,3.34E-12,4.45E-11,8.48E-09
0,0,3.93E-14,2.41E-12,3.26E-11,6.51E-09
0,1.11E-16,2.75E-14,1.73E-12,2.40E-11,4.99E-09
0,0,1.94E-14,1.25E-12,1.76E-11,3.83E-09
0,0,1.35E-14,9.02E-13,1.29E-11,2.94E-09
0,0,9.55E-15,6.51E-13,9.51E-12,2.26E-09
0,0,6.66E-15,4.70E-13,6.99E-12,1.73E-09
0,0,4.77E-15,3.40E-13,5.15E-12,1.33E-09
0,0,3.33E-15,2.46E-13,3.79E-12,1.02E-09
0,0,2.33E-15,1.78E-13,2.79E-12,7.86E-10
0,0,1.67E-15,1.29E-13,2.06E-12,6.04E-10
0,0,1.11E-15,9.33E-14,1.52E-12,4.64E-10
0,0,8.88E-16,6.75E-14,1.12E-12,3.56E-10
0,0,5.55E-16,4.91E-14,8.25E-13,2.74E-10
0,0,4.44E-16,3.55E-14,6.09E-13,2.11E-10
0,0,3.33E-16,2.59E-14,4.50E-13,1.62E-10
0,0,1.11E-16,1.88E-14,3.33E-13,1.25E-10
0,0,2.22E-16,1.37E-14,2.46E-13,9.58E-11
0,0,1.11E-16,9.99E-15,1.82E-13,7.37E-11
0,0,0,7.22E-15,1.35E-13,5.68E-11
0,0,1.11E-16,5.22E-15,9.97E-14,4.37E-11
0,0,0,3.89E-15,7.39E-14,3.37E-11
0,0,0,2.78E-15,5.47E-14,2.59E-11
0,0,1.11E-16,2.11E-15,4.06E-14,2.00E-11
0,0,0,1.44E-15,3.02E-14,1.54E-11
0,0,0,1.11E-15,2.24E-14,1.19E-11
0,0,0,7.77E-16,1.67E-14,9.16E-12
0,0,0,5.55E-16,1.24E-14,7.06E-12
0,0,0,4.44E-16,9.21E-15,5.45E-12
0,0,0,3.33E-16,6.77E-15,4.21E-12
0,0,0,2.22E-16,5.11E-15,3.25E-12
0,0,0,2.22E-16,3.89E-15,2.51E-12
0,0,0,1.11E-16,2.78E-15,1.94E-12
